Airway	d10	young "test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
Airway	d21	young "37"	"Pf4"	0.591214879303524	0.0797755206058158	0.032438242499307	0.0852537505455604	37	"MNP"	""
Airway	d21	young "38"	"Pcdh7"	0.602940417405068	0.0741652246355731	0.0268279465290642	0.0847222656528282	38	"Fibroblasts, Mesothelium, SMC, Vascular_ECs"	"Vascular_ECs"
Airway	d21	young "39"	"Hbegf"	0.608917172794686	0.0762396138350579	0.028902335728549	0.0846729604979449	39	"Alveolum, Fibroblasts, Pericytes"	"Alveolum, Fibroblasts"
Airway	d21	young "40"	"Efna5"	0.601761841675126	0.0748031005385214	0.0274658224320125	0.0842260875276205	40	"Lymphatic_ECs, Mesothelium"	""
Airway	d21	young "41"	"Cxcl2"	0.593279537516564	0.074424794975733	0.0270875168692241	0.0841982321366975	41	"Granulocytes"	""
Airway	d21	young "42"	"Fgf1"	0.598787443436966	0.0736884022132007	0.0263511241066918	0.0837600386558715	42	"Airway, Alveolum, Mesothelium"	""
Airway	d21	young "43"	"Tnc"	0.601204814094734	0.0743034014361496	0.0269661233296407	0.0835100824745362	43	"Fibroblasts, Lymphatic_ECs, Pericytes"	"Fibroblasts, Lymphatic_ECs, Pericytes"
Airway	d21	young "44"	"Dsg2"	0.600897266048418	0.0746082141210921	0.0272709360145832	0.083292730156965	44	"Airway"	""
Airway	d21	young "45"	"Angpt2"	0.600335937096749	0.0753111187232349	0.0279738406167261	0.0832773278412688	45	"Lymphatic_ECs, Pericytes"	"Lymphatic_ECs"
Airway	d21	young "46"	"F7"	0.596111990502572	0.0799871192059549	0.0326498410994461	0.0824957482539369	46	"MNP"	""
Airway	d21	young "47"	"Aimp1"	0.588610398995199	0.0739236572113374	0.0265863791048285	0.0819330325094256	47	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum"
Airway	d21	young "48"	"Ncam1"	0.596548579687207	0.0738684685897022	0.0265311904831933	0.0815906487149812	48	"Fibroblasts, SMC"	"Fibroblasts"
Airway	d21	young "49"	"Rps19"	0.60029077269834	0.0735254606883825	0.0261881825818736	0.0812251139307543	49	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Airway, Capillary_ECs, Lymphatic_ECs, Mesothelium, Vascular_ECs"
Airway	d21	young "50"	"Col18a1"	0.589571755475644	0.0736808253924157	0.0263435472859068	0.0808331541626423	50	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	"Lymphatic_ECs, Pericytes"
Airway	d21	young "51"	"Mmp9"	0.608583816520709	0.0740945424248298	0.0267572643183209	0.0804111547454954	51	"Granulocytes"	""
Airway	d21	young "52"	"Sema7a"	0.602338225426266	0.0723111477281158	0.0249738696216069	0.0797789539111236	52	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"
Airway	d21	young "53"	"Pecam1"	0.59802610072091	0.0725662701932311	0.0252289920867222	0.0792357529810848	53	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
Airway	d21	young "54"	"Dusp18"	0.597864799298017	0.0732462905759177	0.0259090124694089	0.079052468382102	54	"Airway"	""
Airway	d21	young "55"	"Pros1"	0.593374167684657	0.0731506100188712	0.0258133319123623	0.0783064492285727	55	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Pericytes, SMC, Vascular_ECs"	"Vascular_ECs"
Airway	d21	young "56"	"Lrpap1"	0.588431892087199	0.072870834382281	0.0255335562757721	0.0780134450892513	56	"Airway, Alveolum, Fibroblasts, MNP, Mesothelium, SMC"	"Airway, Alveolum, MNP"
Airway	d21	young "57"	"Ptprf"	0.598518607732146	0.0713253536910333	0.0239880755845245	0.0777115236093315	57	"Airway, Alveolum, Mesothelium"	""
Airway	d21	young "58"	"Adam12"	0.588012508387677	0.0792048810874192	0.0318676029809103	0.0775452872753344	58	"Lymphatic_ECs"	""
Airway	d21	young "59"	"Fgf18"	0.597118511381427	0.069918686706572	0.0225814086000631	0.0771032166345991	59	"Mesothelium"	""
Airway	d21	young "60"	"Hsp90b1"	0.590234166652331	0.0720246593439983	0.0246873812374894	0.0768238653569242	60	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Airway	d21	young "61"	"Calm1"	0.599073484626903	0.0733099484864037	0.0259726703798948	0.0764086462355492	61	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Fibroblasts, Granulocytes, Lymphatic_ECs, Pericytes"
Airway	d21	young "62"	"Pvr"	0.593578482820325	0.0719107473820894	0.0245734692755805	0.0759813571397654	62	"Alveolum, Capillary_ECs"	"Capillary_ECs"
Airway	d21	young "63"	"Itgb1"	0.595593675263676	0.0735950341776669	0.0262577560711581	0.0755767960277167	63	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Pericytes"
Airway	d21	young "64"	"Bdnf"	0.599649868378041	0.0727234551400312	0.0253861770335223	0.0752826672903296	64	"Fibroblasts"	"Fibroblasts"
Airway	d21	young "65"	"H2-T23"	0.589900810378351	0.071033235827428	0.0236959577209191	0.0750209267097526	65	"Capillary_ECs, Lymphocytes, MNP, Vascular_ECs"	""
Airway	d21	young "66"	"Hgf"	0.585463945905959	0.0746922540444806	0.0273549759379717	0.0748152287703806	66	"Pericytes"	""
Airway	d21	young "67"	"Mapt"	0.595632387605169	0.073796633706993	0.0264593556004842	0.0747464823121313	67	"Capillary_ECs, Pericytes"	""
Airway	d21	young "68"	"Ptprc"	0.58452839765317	0.071469568229732	0.0241322901232231	0.0743106403769434	68	"Granulocytes, Lymphocytes, MNP"	""
Airway	d21	young "69"	"Gpi1"	0.595620558834157	0.0713601484022393	0.0240228702957305	0.0737133017525723	69	"Airway, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, SMC"	"Capillary_ECs"
Airway	d21	young "70"	"Col1a1"	0.573499681698525	0.0722409685406392	0.0249036904341303	0.073596356722255	70	"Fibroblasts, Mesothelium, Pericytes, SMC"	"Fibroblasts, Mesothelium, Pericytes"
Airway	d21	young "71"	"Fbn1"	0.573985736652844	0.0733788900245625	0.0260416119180536	0.0735813389123206	71	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	"Fibroblasts, Pericytes"
Airway	d21	young "72"	"Pkd1"	0.598264826826791	0.0729584909099563	0.0256212128034474	0.0731528463500306	72	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Pericytes"
Airway	d21	young "73"	"Cdh1"	0.594838784604534	0.069184577107278	0.0218472990007691	0.072982650589044	73	"Airway, Alveolum"	""
Airway	d21	young "74"	"Nenf"	0.592544003028169	0.0739885351149376	0.0266512570084287	0.0727325747101192	74	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	""
Airway	d21	young "75"	"Lamb1"	0.586765110717292	0.0713137648300248	0.0239764867235159	0.0727216639042804	75	"Airway, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes"	"Lymphatic_ECs"
Airway	d21	young "76"	"Npnt"	0.597060442869191	0.0675821391709704	0.0202448610644616	0.0726157542033912	76	"Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	""
Airway	d21	young "77"	"Sema3a"	0.583769205622754	0.0708474871718518	0.023510209065343	0.0721351504869896	77	"Lymphatic_ECs"	"Lymphatic_ECs"
Airway	d21	young "78"	"Fn1"	0.600413361779738	0.0747795888985673	0.0274423107920585	0.0720533392487863	78	"Fibroblasts, Lymphatic_ECs, MNP, Pericytes, SMC"	"Fibroblasts, Lymphatic_ECs, MNP, Pericytes"
Airway	d21	young "79"	"Rtn4"	0.590352454362451	0.0726038822648669	0.025266604158358	0.0719298917403075	79	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum"
Airway	d21	young "80"	"Areg"	0.586810275115707	0.0701477534964297	0.0228104753899209	0.0717577664583083	80	"Airway, Alveolum"	"Airway, Alveolum"
Airway	d21	young "81"	"Adam9"	0.579700108394555	0.0710906468184684	0.0237533687119595	0.0714520923996312	81	"Alveolum, Fibroblasts, MNP"	"Alveolum, MNP"
Airway	d21	young "82"	"Fgf7"	0.599550936838661	0.0718836256021042	0.0245463474955953	0.0706876472299951	82	"Fibroblasts"	""
Airway	d21	young "83"	"Sfrp2"	0.575551435797733	0.0712272832415551	0.0238900051350462	0.0704846734028372	83	"Mesothelium"	"Mesothelium"
Airway	d21	young "84"	"Cdh5"	0.57434275046885	0.0752840127627472	0.0279467346562383	0.0688381891219932	84	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
Airway	d21	young "85"	"Ntn1"	0.585375767794776	0.0676623086238129	0.020325030517304	0.0687124869997716	85	"Capillary_ECs, Lymphatic_ECs, SMC, Vascular_ECs"	"Capillary_ECs"
Airway	d21	young "86"	"Jag2"	0.577558025498528	0.0705229105920545	0.0231856324855456	0.0686949106573387	86	"Capillary_ECs"	""
Airway	d21	young "87"	"Tgfb3"	0.580605547048398	0.067067732311128	0.0197304542046191	0.0680358902334917	87	"Fibroblasts, Lymphatic_ECs, Mesothelium"	""
Airway	d21	young "88"	"Grn"	0.574559969718343	0.0688909478291339	0.021553669722625	0.0666611737594332	88	"Lymphatic_ECs, MNP, Mesothelium, SMC"	"MNP"
Airway	d21	young "89"	"Agrn"	0.570116653189038	0.0703458321495021	0.0230085540429933	0.0659067604697927	89	"Airway, Alveolum, Capillary_ECs, Mesothelium, Pericytes, SMC"	"Airway, Alveolum"
Airway	d21	young "90"	"F11r"	0.579312984979614	0.0686153833660723	0.0212781052595634	0.0658625906048424	90	"Airway, Alveolum, Capillary_ECs, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs"	"Alveolum"
Airway	d21	young "91"	"Ptn"	0.589690043185767	0.070045129079336	0.0227078509728271	0.0654805761464581	91	"Airway, Fibroblasts"	"Fibroblasts"
Airway	d21	young "92"	"Ccl5"	0.597527141652759	0.0718379071154382	0.0245006290089293	0.0653000677307172	92	"Lymphocytes"	""
Airway	d21	young "93"	"Trf"	0.583835876877552	0.0687698079499155	0.0214325298434066	0.0641757062515097	93	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium"	"Airway"
Airway	d21	young "94"	"Lamc2"	0.573959928425182	0.0659433809031045	0.0186061027965957	0.0629032535321784	94	"Airway, Alveolum"	"Airway, Alveolum"
Airway	d21	young "95"	"Nid1"	0.570215584728413	0.0650886585638474	0.0177513804573386	0.0597972866151075	95	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, Vascular_ECs"	"Lymphatic_ECs"
Airway	d21	young "96"	"Thbs1"	0.56602174773318	0.0652547064805699	0.0179174283740611	0.0595958560563983	96	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	"Fibroblasts, Lymphatic_ECs"
Airway	d21	young "97"	"Manf"	0.579831300218511	0.0681878504019785	0.0208505722954697	0.0591520633432589	97	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium"	""
Airway	d21	young "98"	"Psap"	0.563849555238216	0.0703864936311242	0.0230492155246153	0.0590969521564015	98	"MNP"	""
Airway	d21	young "99"	"Tfpi"	0.610203282806564	0.078399162715482	0.0310618846089731	0.0582248390583676	99	"Fibroblasts, Mesothelium, Pericytes"	""
Airway	d21	young "100"	"Nectin2"	0.573377092617124	0.0651801303258666	0.0178428522193577	0.0577692206859309	100	"Airway, Alveolum, Lymphatic_ECs, Mesothelium"	"Alveolum"
Airway	d21	young "101"	"Hmgb2"	0.595884017824884	0.0685690066198139	0.021231728513305	0.0573274705556517	101	"Granulocytes, Lymphocytes, MNP"	""
Airway	d21	young "102"	"Dkk2"	0.560649335008002	0.0649976325355678	0.0176603544290589	0.0549666633517414	102	"Fibroblasts"	"Fibroblasts"
Airway	d21	young "103"	"Igf1"	0.589754563754927	0.0663306048261977	0.0189933267196888	0.0545614205301741	103	"Fibroblasts, MNP"	"Fibroblasts, MNP"
Airway	d21	young "104"	"Ptprm"	0.573321174790517	0.0612472349653616	0.0139099568588527	0.0542224893051343	104	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
Airway	d21	young "105"	"Jam2"	0.561804253195921	0.0636206595535465	0.0162833814470377	0.053745021684215	105	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs, Vascular_ECs"
Airway	d21	young "106"	"Adam15"	0.55398436021404	0.0638084283356484	0.0164711502291395	0.0514082193940591	106	"Capillary_ECs, MNP, Vascular_ECs"	"Capillary_ECs, MNP"
Airway	d21	young "107"	"Itgal"	0.574716969769962	0.06883349736508	0.0214962192585711	0.0510227213155857	107	"Granulocytes"	""
Airway	d21	young "108"	"Plau"	0.550233564460348	0.0668622106413449	0.019524932534836	0.050915370156156	108	"Lymphatic_ECs"	""
Airway	d21	young "109"	"Thbs2"	0.56999406410764	0.0599161238188958	0.0125788457123869	0.0474273923492346	109	"Fibroblasts"	"Fibroblasts"
Airway	d21	young "110"	"Crlf1"	0.551977770513242	0.0633457896775293	0.0160085115710204	0.0455759658245322	110	"Alveolum, Fibroblasts"	"Alveolum, Fibroblasts"
Airway	d21	young "111"	"Clstn1"	0.548044166480275	0.0641122168508824	0.0167749387443735	0.0404028886896788	111	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, SMC, Vascular_ECs"	""
Airway	d21	young "112"	"Rspo3"	0.524928597236799	0.0655256193828056	0.0181883412762968	0.039171860475092	112	"Lymphatic_ECs"	""
Airway	d21	young "113"	"Slit2"	0.533316271227271	0.0567549094393733	0.00941763133286445	0.0312573765836561	113	"Fibroblasts"	""
Airway	d21	young "114"	"Cadm1"	0.563131226234924	0.0620695503205452	0.0147322722140363	0.0254971398713885	114	"Airway, Alveolum, Capillary_ECs"	""
Airway	d21	young "115"	"Lama2"	0.616640284922835	0.0703860822413083	0.0230488041347994	0.02471750114462	115	"Fibroblasts, Pericytes"	""
Airway	d21	young "116"	"App"	0.585700521326201	0.062180853954363	0.0148435758478541	0.0181675261654276	116	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Airway	d21	young "117"	"Tgfb2"	0.557939471103389	0.0578156036214774	0.0104783255149685	0.01519901544792	117	"Alveolum, Fibroblasts, Mesothelium, Pericytes, SMC"	"Alveolum"
Airway	d21	young "118"	"Sema6d"	0.510796441905677	0.0539551669664076	0.0066178888598987	0.013505509095998	118	"Capillary_ECs, Mesothelium, Pericytes, Vascular_ECs"	""
Airway	d28	young "test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
Airway	d28	young "1"	"Edn1"	0.596344644889657	0.0447860541518249	0.0303127226053226	0.0888960492647347	1	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs"
Airway	d28	young "2"	"Hmgb1"	0.565336073086947	0.0769457658968486	0.0624724343503463	0.0839328338245302	2	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Airway	d28	young "3"	"Hbegf"	0.623132787397125	0.0453334365257651	0.0308601049792628	0.0795131315652344	3	"Alveolum, Fibroblasts, Pericytes"	"Alveolum, Fibroblasts"
Airway	d28	young "4"	"Apoe"	0.603506280280826	0.0281037293641163	0.013630397817614	0.0759767550699061	4	"MNP"	"MNP"
Airway	d28	young "5"	"Fgf10"	0.58750088135456	0.0418538397143622	0.0273805081678599	0.0758909914948729	5	"Fibroblasts"	""
Airway	d28	young "6"	"Spp1"	0.581150092164499	0.0340546941938527	0.0195813626473504	0.0705128076639762	6	"Fibroblasts, MNP"	"Fibroblasts, MNP"
Airway	d28	young "7"	"Nampt"	0.582519968976315	0.0345782015211506	0.0201048699746483	0.0691708356047988	7	"Lymphatic_ECs, MNP, SMC"	"MNP"
Airway	d28	young "8"	"Hgf"	0.585894297887763	0.0362308939250101	0.0217575623785078	0.0658361035441035	8	"Fibroblasts, Pericytes"	""
Airway	d28	young "9"	"Il18"	0.60076149034538	0.0391090710452625	0.0246357394987602	0.0601539599918701	9	"MNP"	""
Airway	d28	young "10"	"Mapt"	0.593035788031708	0.0246461193407725	0.0101727877942703	0.053451924574842	10	"Capillary_ECs, Pericytes"	""
Airway	d28	young "11"	"Tgfb1"	0.597593650218064	0.0242645065269433	0.00979117498044099	0.0504648600899445	11	"Lymphatic_ECs, MNP"	""
Airway	d28	young "12"	"Ghrl"	0.584081225636835	0.0224338569122712	0.00796052536576894	0.0484074385105263	12	"Airway"	"Airway"
Airway	d28	young "13"	"Pf4"	0.586397929068588	0.0396996617554307	0.0252263302089284	0.0482394018299608	13	"MNP"	""
Airway	d28	young "14"	"Ereg"	0.601809043201484	0.0231604189207149	0.00868708737421259	0.04191213686557	14	"Fibroblasts"	"Fibroblasts"
Airway	d28	young "15"	"Anxa1"	0.595689924354588	0.0239815412414897	0.00950820969498744	0.0405120102057546	15	"Airway, Alveolum, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC"	"Alveolum"
Airway	d28	young "16"	"Itgam"	0.60377824111846	0.0227199903669224	0.0082466588204201	0.0402180430434508	16	"Granulocytes, MNP"	""
Airway	d28	young "17"	"Vegfa"	0.580883167638666	0.0224064677860945	0.00793313623959223	0.0401660338547695	17	"Alveolum, Capillary_ECs, Vascular_ECs"	""
Airway	d28	young "18"	"Itgb2"	0.598046918280806	0.0234803143225266	0.00900698277602427	0.0401391533673244	18	"Granulocytes, Lymphocytes, MNP"	""
Airway	d28	young "19"	"Pik3cb"	0.592773899817679	0.0235196970183061	0.00904636547180383	0.0399741431069626	19	"MNP"	""
Airway	d28	young "20"	"Cdh5"	0.574013638332371	0.0365547336645998	0.0220814021180975	0.0395794149605001	20	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	"Lymphatic_ECs"
Airway	d28	young "21"	"Hc"	0.599618247564942	0.022598193823305	0.00812486227680275	0.0388833763314735	21	"Alveolum"	""
Airway	d28	young "22"	"Tnfsf13b"	0.595125857432078	0.0230643189288958	0.00859098738239352	0.0388692067356925	22	"Fibroblasts"	""
Airway	d28	young "23"	"Efnb2"	0.601914805749453	0.022425862331664	0.00795253078516168	0.0381861172147794	23	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
Airway	d28	young "24"	"Cxcl16"	0.597175636337991	0.0230108881085613	0.00853755656205907	0.0380424332034779	24	"MNP"	"MNP"
Airway	d28	young "25"	"Crlf1"	0.593166732138723	0.0220173965154342	0.00754406496893192	0.0378538674180868	25	"Alveolum, Fibroblasts"	"Fibroblasts"
Airway	d28	young "26"	"Ceacam1"	0.601577372858303	0.0225673220547042	0.0080939905082019	0.0375019801764077	26	"Alveolum, Capillary_ECs, Vascular_ECs"	""
Airway	d28	young "27"	"Fgf1"	0.590008964635009	0.0217335192074196	0.00726018766091731	0.0374854778230815	27	"Airway, Alveolum, Capillary_ECs"	""
Airway	d28	young "28"	"Efnb1"	0.599426867716222	0.0229033631699262	0.00843003162342389	0.0370726652481479	28	"Capillary_ECs, Vascular_ECs"	""
Airway	d28	young "29"	"Cxcl2"	0.585098560622081	0.022451877287693	0.0079785457411907	0.0368563712372499	29	"Granulocytes"	"Granulocytes"
Airway	d28	young "30"	"Reln"	0.591882472627639	0.022503542137105	0.00803021059060277	0.0364959334864562	30	"Lymphatic_ECs"	""
Airway	d28	young "31"	"Pecam1"	0.598328951742054	0.0220440894595973	0.00757075791309505	0.0362314965636844	31	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
Airway	d28	young "32"	"Bmp4"	0.590593176804763	0.023325276136325	0.00885194458982276	0.0360754453371049	32	"Alveolum, Fibroblasts, Pericytes, Vascular_ECs"	""
Airway	d28	young "33"	"Aimp1"	0.565532489247484	0.0237449089143479	0.00927157736784563	0.0359723402251948	33	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Airway	d28	young "34"	"Vcam1"	0.601683135406277	0.0218884201896566	0.00741508864315434	0.0355300182441788	34	"Fibroblasts, Vascular_ECs"	""
Airway	d28	young "35"	"Plxnb2"	0.593755980620274	0.0215530538745186	0.00707972232801632	0.0355242256852494	35	"Airway, Alveolum, Fibroblasts, Mesothelium"	""
Airway	d28	young "36"	"Nectin1"	0.585078415374852	0.0222676520852094	0.00779432053870716	0.035428803266314	36	"Alveolum"	""
Airway	d28	young "37"	"F7"	0.599134761631361	0.0212220116801949	0.00674868013369265	0.0353687254144284	37	"MNP"	""
Airway	d28	young "38"	"Ltb"	0.565144693238241	0.0408316875101044	0.0263583559636021	0.034969384164407	38	"Lymphocytes"	""
Airway	d28	young "39"	"F11r"	0.590557922622093	0.0215702855820334	0.00709695403553116	0.034580424052033	39	"Airway, Alveolum, Capillary_ECs, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs"	""
Airway	d28	young "40"	"Itgal"	0.57175737064233	0.0232039317475505	0.0087306002010482	0.0344887099444803	40	"Granulocytes, Lymphocytes, MNP"	""
Airway	d28	young "41"	"Tnc"	0.593186877385947	0.0218470224824519	0.00737369093594963	0.0344690563911118	41	"Fibroblasts, Lymphatic_ECs, Pericytes"	"Fibroblasts, Pericytes"
Airway	d28	young "42"	"Efna1"	0.586090714048275	0.0216905709586698	0.00721723941216756	0.0341870868483046	42	"Lymphatic_ECs"	""
Airway	d28	young "43"	"Lamb2"	0.575262643660789	0.0237479052220835	0.0092745736755812	0.0341480825581402	43	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Airway	d28	young "44"	"Itga4"	0.595861158956078	0.0213825345540973	0.00690920300759505	0.0340829837916174	44	"Granulocytes, Lymphocytes, MNP"	""
Airway	d28	young "45"	"Osm"	0.586397929068576	0.0223239145143441	0.00785058296784186	0.0339187121296879	45	"Granulocytes"	""
Airway	d28	young "46"	"Mmp9"	0.603823567924737	0.0212587232589934	0.00678539171249114	0.0337409929129898	46	"Granulocytes"	""
Airway	d28	young "47"	"Pcdh7"	0.590980972813981	0.0211951983294997	0.00672186678299746	0.0336139669850343	47	"Fibroblasts, Lymphatic_ECs, Mesothelium, SMC, Vascular_ECs"	"Fibroblasts"
Airway	d28	young "48"	"Hspg2"	0.571294029955987	0.0217676482201914	0.00729431667368909	0.0330094002121725	48	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	""
Airway	d28	young "49"	"Fgf18"	0.573076884336061	0.0214393959322534	0.00696606438575112	0.0329479256529801	49	"Mesothelium"	""
