adjacency_matrix_expressed	d10	old Airway	Alveolum	MNP	Lymphocytes	Granulocytes	Fibroblasts	Pericytes	SMC	Mesothelium	Capillary_ECs	Vascular_ECs	Lymphatic_ECs
bleo_Airway	d10_reg_potential	old Crlf1	0.516763660934193	0.0451624394764264	0.0132392627310332	0.0232851354370054	81	Alveolum, Fibroblasts	Fibroblasts
bleo_Airway	d10_reg_potential	old Hspg2	0.51680725386342	0.0488403490471663	0.0169171723017731	0.0232797763568638	82	Fibroblasts, Lymphatic_ECs, Pericytes, SMC	
bleo_Airway	d10_reg_potential	old Dsg2	0.51575884391552	0.0488852818530662	0.016962105107673	0.0230168865206366	83	Airway	
bleo_Airway	d10_reg_potential	old Rps19	0.519993896989908	0.0482762630363881	0.0163530862909949	0.0229163650574723	84	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Granulocytes
bleo_Airway	d10_reg_potential	old Sema7a	0.518821247193707	0.0476121727396846	0.0156889959942914	0.0227558114961882	85	Capillary_ECs, Vascular_ECs	Capillary_ECs, Vascular_ECs
bleo_Airway	d10_reg_potential	old Jag2	0.519963381939449	0.041458245140351	0.0095350683949578	0.022673544897161	86	Airway, Capillary_ECs, Lymphatic_ECs, Vascular_ECs	Vascular_ECs
bleo_Airway	d10_reg_potential	old Celsr1	0.520514832494176	0.040425987464569	0.00850281071917583	0.0226338387571644	87	Airway, Lymphatic_ECs	Lymphatic_ECs
bleo_Airway	d10_reg_potential	old Ptprf	0.518428910830667	0.0410803529838486	0.00915717623845544	0.0222615180418478	88	Airway, Alveolum, Mesothelium	
bleo_Airway	d10_reg_potential	old Cdh1	0.522236753198631	0.0408824246439299	0.00895924789853674	0.0221626088568426	89	Airway, Alveolum	
bleo_Airway	d10_reg_potential	old Pvr	0.51643235467207	0.0486167237052672	0.016693546959874	0.0220782280234168	90	Capillary_ECs, SMC, Vascular_ECs	Capillary_ECs, Vascular_ECs
bleo_Airway	d10_reg_potential	old Bmp5	0.530386451317595	0.038590976648017	0.0066677999026238	0.0220243168096356	91	Airway, Fibroblasts, Pericytes	
bleo_Airway	d10_reg_potential	old Fbn1	0.508877700037053	0.0473133387496177	0.0153901620042245	0.02117645745731	92	Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC	Fibroblasts, Pericytes
bleo_Airway	d10_reg_potential	old Thbs1	0.508103925543277	0.0410781620038517	0.00915498525845845	0.0211590138882158	93	Fibroblasts, Lymphatic_ECs, Pericytes, SMC	Fibroblasts
bleo_Airway	d10_reg_potential	old Psap	0.505102552366006	0.0409874303894976	0.00906425364410439	0.0208310533041751	94	MNP	
bleo_Airway	d10_reg_potential	old Hsp90b1	0.509564288672377	0.0473920952902203	0.0154689185448271	0.0203530726718431	95	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Airway	d10_reg_potential	old Clec11a	0.510368578216616	0.043163817330703	0.0112406405853098	0.0202487823659007	96	Fibroblasts	
bleo_Airway	d10_reg_potential	old Nid1	0.500211425706753	0.0425951684411816	0.0106719916957884	0.0200568079743761	97	Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, SMC, Vascular_ECs	Capillary_ECs, Pericytes
bleo_Airway	d10_reg_potential	old Ccl5	0.520462520979099	0.0395301739816664	0.00760699723627323	0.019881202304623	98	Lymphocytes	
bleo_Airway	d10_reg_potential	old Copa	0.515837311188121	0.0471118508331976	0.0151886740878044	0.0198589834538458	99	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, Vascular_ECs	
bleo_Airway	d10_reg_potential	old Tfpi	0.520176987292665	0.0445211471604578	0.0125979704150646	0.0198030757021546	100	Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes	
bleo_Airway	d10_reg_potential	old Ptprc	0.508592166350621	0.047640612404115	0.0157174356587218	0.01954864085505	101	Granulocytes, Lymphocytes, MNP	
bleo_Airway	d10_reg_potential	old H2-T23	0.509444408117002	0.0475767779235428	0.0156536011781496	0.0195118207549847	102	Capillary_ECs, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Vascular_ECs	
bleo_Airway	d10_reg_potential	old Hmgb2	0.522415484208462	0.0404115925587978	0.00848841581340457	0.0195075270325199	103	Granulocytes, Lymphocytes, MNP	
bleo_Airway	d10_reg_potential	old Grn	0.504453017720527	0.0438067689140179	0.0118835921686247	0.0194345610427379	104	Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, SMC, Vascular_ECs	MNP
bleo_Airway	d10_reg_potential	old F11r	0.506314435798514	0.0417016513434868	0.00977847459809363	0.0187943734707714	105	Airway, Alveolum, Capillary_ECs, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs	
bleo_Airway	d10_reg_potential	old Nenf	0.512561302556727	0.0406353676943257	0.00871219094893255	0.0183254486865264	106	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Airway	d10_reg_potential	old Areg	0.508254321149114	0.0396847047974559	0.00776152805206273	0.0181302848018199	107	Airway, Alveolum	Airway
bleo_Airway	d10_reg_potential	old Il16	0.514577475533473	0.0418906190055385	0.00996744226014534	0.0180021473745787	108	Granulocytes, Lymphocytes	
bleo_Airway	d10_reg_potential	old Lamc2	0.509041173521655	0.0418096115342832	0.00988643478888998	0.0179034194513103	109	Alveolum	Alveolum
bleo_Airway	d10_reg_potential	old Mapt	0.523646984459122	0.0406800553453677	0.00875687859997448	0.0178928964959925	110	Capillary_ECs, Pericytes, Vascular_ECs	
bleo_Airway	d10_reg_potential	old Trf	0.51151289260882	0.0411673634918112	0.00924418674641797	0.0174853381726315	111	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium	
bleo_Airway	d10_reg_potential	old Rtn4	0.508409076047866	0.0415954200374238	0.00967224329203062	0.017383444442992	112	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Alveolum
bleo_Airway	d10_reg_potential	old Ntn1	0.50567361973888	0.0465651969088696	0.0146420201634764	0.0173240174205214	113	Capillary_ECs, Lymphatic_ECs, Mesothelium, SMC, Vascular_ECs	Capillary_ECs, Vascular_ECs
bleo_Airway	d10_reg_potential	old Cadm1	0.501050589594369	0.0500722999396501	0.0181491231942569	0.0169215513256696	114	Airway, Alveolum, Capillary_ECs, Pericytes, Vascular_ECs	
bleo_Airway	d10_reg_potential	old Adam9	0.501294709998039	0.0468517820439527	0.0149286052985595	0.0159395518104799	115	Alveolum, Fibroblasts, Lymphatic_ECs, MNP, SMC	Alveolum, MNP
bleo_Airway	d10_reg_potential	old Nectin2	0.508579088471848	0.0467312864149876	0.0148081096695944	0.0153973346984222	116	Airway, Alveolum, Lymphatic_ECs	
bleo_Airway	d10_reg_potential	old App	0.517175614115391	0.038033350310519	0.00611017356512582	0.0150313473711895	117	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Airway	d10_reg_potential	old Wnt4	0.507715948473156	0.0386685883966626	0.00674541165126944	0.0140532663462179	118	Airway, Pericytes	
bleo_Airway	d10_reg_potential	old Igf1	0.521467337997775	0.0361031895326258	0.00418001278723264	0.0104168344192197	119	Fibroblasts, MNP	Fibroblasts, MNP
bleo_Airway	d10_reg_potential	old Agrn	0.499653436212647	0.0378620348138369	0.00593885806844371	0.010029462018028	120	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	Alveolum, SMC
bleo_Airway	d10_reg_potential	old Ptprm	0.50102007454391	0.0362379036317016	0.00431472688630844	0.00932032871607731	121	Capillary_ECs, Lymphatic_ECs, Vascular_ECs	
bleo_Airway	d10_reg_potential	old Lamb1	0.503332679439395	0.0437748618796945	0.0118516851343013	0.00882154005620199	122	Airway, Fibroblasts, Lymphatic_ECs, Pericytes	
bleo_Airway	d10_reg_potential	old Manf	0.494313302382356	0.0362816556039275	0.00435847885853428	0.00781716933267728	123	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Airway, Lymphatic_ECs
bleo_Airway	d10_reg_potential	old Calr	0.52305847991456	0.0374036963320211	0.00548051958662785	0.00775600331456933	124	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Airway	d10_reg_potential	old Cdh3	0.492249177183459	0.0380187019574239	0.00609552521203067	0.00543063876376487	125	Mesothelium	
bleo_Airway	d10_reg_potential	old Adam15	0.479023082456025	0.0383149998705795	0.0063918231251863	0.00314743338257254	126	Capillary_ECs, MNP, Vascular_ECs	
bleo_Airway	d10_reg_potential	old Plau	0.495159005209353	0.0339200442215078	0.00199686747611461	0.0021232618774581	127	Lymphatic_ECs	
bleo_Airway	d10_reg_potential	old Thbs2	0.503077660803415	0.0336166498574184	0.00169347311202517	0.000467719662981036	128	Fibroblasts	Fibroblasts
bleo_Airway	d10_reg_potential	old Rspo1	0.487905141786	0.0354451186583868	0.0035219419129936	0.000355077558223115	129	Mesothelium	
bleo_Airway	d10_reg_potential	old Tgfb2	0.49570173717823	0.0344167658575595	0.00249358911216633	-0.00160159231331441	130	Fibroblasts, Mesothelium, Pericytes, SMC	Pericytes
bleo_Airway	d10_reg_potential	old Clstn1	0.47748425205432	0.0391209111785702	0.00719773443317703	-0.0027569979797321	131	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, SMC, Vascular_ECs	
bleo_Airway	d10_reg_potential	old Cd6	0.481699688310557	0.0329771171101852	0.00105394036479195	-0.00428942059882781	132	Lymphocytes	Lymphocytes
bleo_Airway	d10_reg_potential	old Rspo3	0.47247760413261	0.0362644695180133	0.0043412927726201	-0.00453968717954335	133	Lymphatic_ECs, SMC	
bleo_Airway	d10_reg_potential	old Sema6d	0.437104121711461	0.0298787043755042	-0.002044472369889	-0.0262378807535533	134	Capillary_ECs, Vascular_ECs	
bleo_Airway	d21_reg_potential	old test_ligand	auroc	aupr	aupr_corrected	pearson	rank	expressed_in	upregulated_in
bleo_Airway	d21_reg_potential	old Apoe	0.502027342117643	0.139314475510074	0.0126856749754936	0.0455947619751351	1	MNP	MNP
bleo_Airway	d21_reg_potential	old Il18	0.501939021263625	0.143731757352204	0.0171029568176229	0.0373707796436061	2	MNP	
bleo_Airway	d21_reg_potential	old Edn1	0.489253623173776	0.136175614009402	0.0095468134748215	0.0323228232496108	3	Capillary_ECs, Vascular_ECs	
bleo_Airway	d21_reg_potential	old Igf1	0.498217432820634	0.134601254590296	0.00797245405571489	0.0300104347808618	4	Fibroblasts, MNP	Fibroblasts, MNP
bleo_Airway	d21_reg_potential	old Nrtn	0.517990200927417	0.137853084166844	0.0112242836322633	0.0253221032689386	5	SMC	
bleo_Airway	d21_reg_potential	old Fgf7	0.498657523018938	0.136023920131895	0.00939511959731465	0.0252855438824635	6	Fibroblasts	
bleo_Airway	d21_reg_potential	old Mmp9	0.503513151227506	0.137420283267493	0.0107914827329126	0.0247267106737698	7	Granulocytes	
bleo_Airway	d21_reg_potential	old Fgf2	0.492641611133878	0.134717702086975	0.00808890155239381	0.0234428272462001	8	Fibroblasts	
bleo_Airway	d21_reg_potential	old Hgf	0.493607588931529	0.135883620778368	0.00925482024378743	0.0229019487466968	9	Fibroblasts	
bleo_Airway	d21_reg_potential	old Itgam	0.50873266135463	0.139351891404668	0.0127230908700874	0.0227607396766161	10	Granulocytes, MNP	
bleo_Airway	d21_reg_potential	old Hmgb1	0.484275859841366	0.137134472974793	0.0105056724402125	0.0220591983466351	11	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Airway	d21_reg_potential	old Adam17	0.501945077550756	0.135699543127783	0.00907074259320209	0.021336593054247	12	Lymphatic_ECs, MNP, SMC	
bleo_Airway	d21_reg_potential	old Tgfb2	0.491121483063593	0.129741217762218	0.00311241722763694	0.0210023055030012	13	Fibroblasts, Mesothelium, Pericytes, SMC	
bleo_Airway	d21_reg_potential	old Cxcl12	0.503693830460298	0.135526334003928	0.00889753346934774	0.0193445698418979	14	Capillary_ECs, Fibroblasts, Mesothelium, SMC, Vascular_ECs	Capillary_ECs
bleo_Airway	d21_reg_potential	old Spp1	0.492836926393904	0.13335637053207	0.00672756999748961	0.0180544236341375	15	Fibroblasts, MNP, Pericytes	Fibroblasts, MNP
bleo_Airway	d21_reg_potential	old Wnt5a	0.493493528857199	0.133994971086157	0.00736617055157662	0.0175055858228772	16	Fibroblasts	
bleo_Airway	d21_reg_potential	old Lgals3	0.497350374379482	0.133527220353032	0.0068984198184511	0.0172290939973397	17	Airway, Granulocytes, MNP	Airway, MNP
bleo_Airway	d21_reg_potential	old Dusp18	0.50262792392496	0.134205794956854	0.00757699442227361	0.0160910788515142	18	Airway	
bleo_Airway	d21_reg_potential	old Gpi1	0.508408145302442	0.134119906085698	0.0074911055511169	0.016058162132009	19	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, SMC, Vascular_ECs	Alveolum, Capillary_ECs, Vascular_ECs
bleo_Airway	d21_reg_potential	old Angpt2	0.500420407265123	0.133505716747296	0.00687691621271558	0.0152905644874534	20	Lymphatic_ECs, Pericytes, SMC	
bleo_Airway	d21_reg_potential	old Efnb1	0.50483594527539	0.135553111210533	0.00892431067595228	0.0148698989121233	21	Capillary_ECs, Vascular_ECs	
bleo_Airway	d21_reg_potential	old Tnfsf13b	0.503512646536914	0.13461814376046	0.00798934322587921	0.014833855705371	22	Fibroblasts	
bleo_Airway	d21_reg_potential	old Hbegf	0.505191247453836	0.136064277691142	0.00943547715656093	0.0145964762065978	23	Alveolum, Fibroblasts, Pericytes	Alveolum, Fibroblasts
bleo_Airway	d21_reg_potential	old Lamb2	0.498836183489349	0.138634880878814	0.012006080344233	0.0142068616460116	24	Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Airway	d21_reg_potential	old Vegfa	0.491790198101154	0.132396574942419	0.00576777440783846	0.0140893115991558	25	Alveolum, Capillary_ECs, Vascular_ECs	Alveolum
bleo_Airway	d21_reg_potential	old Crlf1	0.498826594368056	0.135505469748446	0.00887666921386532	0.0135995438288131	26	Alveolum, Fibroblasts	Alveolum, Fibroblasts
bleo_Airway	d21_reg_potential	old Cadm1	0.49137786588554	0.130925196269424	0.00429639573484369	0.0135285934281336	27	Airway, Alveolum, Pericytes	
bleo_Airway	d21_reg_potential	old Npnt	0.491508580749485	0.132069642216089	0.00544084168150824	0.0131110046141005	28	Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC	Lymphatic_ECs
bleo_Airway	d21_reg_potential	old Pkd1	0.496712445468183	0.131757002191907	0.00512820165732611	0.012445639586129	29	Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	Lymphatic_ECs
bleo_Airway	d21_reg_potential	old Itgb2	0.500715651262839	0.135297078006814	0.008668277472233	0.0120870378723254	30	Granulocytes, MNP	
bleo_Airway	d21_reg_potential	old Yars	0.504873292379372	0.135857327245433	0.00922852671085203	0.0118942667594608	31	Fibroblasts	
bleo_Airway	d21_reg_potential	old Bdnf	0.499432727771912	0.13263229139524	0.00600349086065974	0.0118765441306461	32	SMC	
bleo_Airway	d21_reg_potential	old Efnb2	0.502791948368131	0.134030255155962	0.00740145462138148	0.0115401748135342	33	Capillary_ECs, Vascular_ECs	
bleo_Airway	d21_reg_potential	old Il16	0.504408472341949	0.133149234444744	0.00652043391016377	0.0113570762073271	34	Granulocytes	
bleo_Airway	d21_reg_potential	old Nampt	0.485251931450906	0.129297944983114	0.00266914444853303	0.0113363207098607	35	MNP, SMC	MNP
bleo_Airway	d21_reg_potential	old Jag2	0.505575821686757	0.131551725219357	0.0049229246847759	0.0106630677224592	36	Capillary_ECs, Vascular_ECs	Capillary_ECs, Vascular_ECs
bleo_Airway	d21_reg_potential	old Bmp4	0.490672813125182	0.13422886794807	0.00760006741348906	0.0105068111164785	37	Alveolum, Fibroblasts, Vascular_ECs	
bleo_Airway	d21_reg_potential	old Pros1	0.494664915726765	0.133932016964132	0.0073032164295512	0.0102536032902753	38	Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Pericytes, SMC, Vascular_ECs	Pericytes
bleo_Airway	d21_reg_potential	old Col4a1	0.503090220509416	0.134019851676373	0.0073910511417922	0.0102038324403138	39	Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Vascular_ECs
bleo_Airway	d21_reg_potential	old Pf4	0.492796046455758	0.131882009664921	0.00525320913034025	0.0100041591688324	40	MNP	
bleo_Airway	d21_reg_potential	old Itgb1	0.495499169279284	0.131407233381538	0.0047784328469575	0.00964319504390466	41	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Alveolum, Fibroblasts, Lymphatic_ECs, Pericytes
bleo_Airway	d21_reg_potential	old Celsr1	0.500410818143829	0.13204132373804	0.00541252320345886	0.0094867967339057	42	Airway	
bleo_Airway	d21_reg_potential	old Nectin1	0.497774314478766	0.133314368881626	0.00668556834704559	0.00948280232093735	43	Alveolum, Pericytes	
bleo_Airway	d21_reg_potential	old Vcam1	0.502404345991648	0.134172810124089	0.0075440095895086	0.0094564559672634	44	Fibroblasts, Vascular_ECs	
bleo_Airway	d21_reg_potential	old Nts	0.495779777249759	0.131186524214445	0.00455772367986404	0.0091384167585659	45	Lymphatic_ECs	Lymphatic_ECs
bleo_Airway	d21_reg_potential	old Col18a1	0.494794621209521	0.134498364585192	0.00786956405061107	0.00895194110938344	46	Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC	Lymphatic_ECs, Pericytes, SMC
bleo_Airway	d21_reg_potential	old Fgf1	0.498891699454735	0.131725212113061	0.00509641157848079	0.00878933089832365	47	Airway, Alveolum	
bleo_Airway	d21_reg_potential	old Cxcl16	0.496324843091692	0.132039716511841	0.00541091597726048	0.00835759392404746	48	Alveolum, MNP	Alveolum, MNP
bleo_Airway	d21_reg_potential	old F7	0.502548182811046	0.13268584108164	0.00605704054705952	0.00822850168084635	49	MNP	MNP
bleo_Airway	d21_reg_potential	old Itga4	0.500638938292492	0.133500222508011	0.00687142197343021	0.00814066480739448	50	Lymphocytes	
bleo_Airway	d21_reg_potential	old Cxcl2	0.492802102742889	0.132370127960442	0.00574132742586109	0.0074182377764117	51	Granulocytes	
bleo_Airway	d21_reg_potential	old Pcdh7	0.498499050172299	0.132806599337708	0.00617779880312777	0.00728990065778021	52	Fibroblasts, Mesothelium, SMC	Fibroblasts
bleo_Airway	d21_reg_potential	old Psap	0.488057001774491	0.133012606367246	0.00638380583266518	0.0071991888567539	53	MNP	
bleo_Airway	d21_reg_potential	old Col1a1	0.488775681180897	0.132162227012233	0.00553342647765223	0.00702020382791625	54	Fibroblasts, Mesothelium, Pericytes, SMC	Fibroblasts
bleo_Airway	d21_reg_potential	old Ncam1	0.495957933029575	0.134277101436302	0.00764830090172156	0.0069646456860296	55	Fibroblasts, SMC	Fibroblasts
bleo_Airway	d21_reg_potential	old Hc	0.493384010998214	0.131086668791941	0.0044578682573603	0.00691565113333418	56	Alveolum	
bleo_Airway	d21_reg_potential	old Mdk	0.497714760988627	0.133998789013505	0.00736998847892428	0.0067556863374044	57	Fibroblasts	
bleo_Airway	d21_reg_potential	old Lrpap1	0.498336539800908	0.132917363974413	0.00628856343983217	0.00633998378237175	58	Alveolum, Fibroblasts, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	MNP
bleo_Airway	d21_reg_potential	old Fbn1	0.490938785068427	0.133669551557846	0.00704075102326521	0.00632499885921374	59	Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC	Fibroblasts, Lymphatic_ECs
bleo_Airway	d21_reg_potential	old Pvr	0.498210367152314	0.133303955429265	0.00667515489468473	0.00631496982777583	60	Capillary_ECs, Vascular_ECs	Capillary_ECs, Vascular_ECs
bleo_Airway	d21_reg_potential	old Anxa1	0.49289395643107	0.134294592096241	0.00766579156166045	0.00624530300404366	61	Airway, Alveolum, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC	Airway, Alveolum, Fibroblasts, Lymphatic_ECs
bleo_Airway	d21_reg_potential	old Mapt	0.496474231507631	0.130268890576679	0.00364009004209787	0.00590919832168259	62	Capillary_ECs, Pericytes	
bleo_Airway	d21_reg_potential	old Pecam1	0.494912718808607	0.133547226349154	0.00691842581457319	0.00589726510501136	63	Capillary_ECs, Lymphatic_ECs, Vascular_ECs	
bleo_Airway	d21_reg_potential	old Hspg2	0.493318905911543	0.133239012097154	0.00661021156257369	0.00582985275829239	64	Fibroblasts, Lymphatic_ECs, SMC	Fibroblasts, SMC
bleo_Airway	d21_reg_potential	old Ptprc	0.497301924082422	0.132703111628837	0.0060743110942568	0.00581120101413514	65	Granulocytes, Lymphocytes, MNP	
bleo_Airway	d21_reg_potential	old Tnc	0.49557487286844	0.131806157550288	0.00517735701570685	0.00546801957740032	66	Fibroblasts, Lymphatic_ECs, Pericytes	Fibroblasts, Lymphatic_ECs, Pericytes
bleo_Airway	d21_reg_potential	old Grn	0.490575407840469	0.129984726828833	0.00335592629425277	0.00543154504289002	67	Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs	Lymphatic_ECs, MNP
bleo_Airway	d21_reg_potential	old Lama2	0.499097613217242	0.129698409058391	0.00306960852381044	0.00530920751088245	68	Fibroblasts	
bleo_Airway	d21_reg_potential	old Cxcl13	0.494006294501093	0.130237409414731	0.00360860888015035	0.00496639422523242	69	Mesothelium	Mesothelium
bleo_Airway	d21_reg_potential	old Agrn	0.498717076509074	0.132012510491665	0.00538370995708384	0.00447991092938496	70	Alveolum, Lymphatic_ECs, SMC, Vascular_ECs	Alveolum
bleo_Airway	d21_reg_potential	old Copa	0.501779539035797	0.132224882098743	0.00559608156416194	0.00435634902371046	71	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Pericytes, Vascular_ECs	Alveolum
bleo_Airway	d21_reg_potential	old Plxnb2	0.496914321705935	0.131651850362379	0.00502304982779878	0.00413191297021292	72	Airway, Alveolum, Fibroblasts, Mesothelium, Pericytes	Alveolum
bleo_Airway	d21_reg_potential	old Adam12	0.497500267486015	0.133070826238265	0.00644202570368424	0.00397848244956739	73	Fibroblasts, Lymphatic_ECs	Fibroblasts, Lymphatic_ECs
bleo_Airway	d21_reg_potential	old Aimp1	0.490818668706962	0.130749852537467	0.00412105200288643	0.00352079676429406	74	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Vascular_ECs
bleo_Airway	d21_reg_potential	old Efna1	0.491927978633417	0.131453378557806	0.00482457802322481	0.00344939864677909	75	Alveolum, Lymphatic_ECs	Alveolum
bleo_Airway	d21_reg_potential	old Fn1	0.498839211632916	0.131991165674871	0.00536236514029045	0.00321864919884271	76	Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC	Fibroblasts, Lymphatic_ECs, MNP, Pericytes
bleo_Airway	d21_reg_potential	old H2-T23	0.496036160071708	0.131692811103508	0.00506401056892702	0.00315263275332126	77	Capillary_ECs, Granulocytes, Lymphocytes, MNP, Vascular_ECs	
bleo_Airway	d21_reg_potential	old Tgfb3	0.493660076753345	0.132089030234661	0.00546022970008059	0.00314129828570349	78	Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC	
